reference,token,trailer,Part of Speech,Person,Number,Tense,Mood,Voice,Gender,Case,Degree
37.1.1,ΛΟΓΟΙ, ,Noun,,Plural,,,,Masculine,Nominative,
37.1.1,Ἀμὼς, ,Noun,,Singular,,,,Masculine,Nominative,
37.1.1,οἳ, ,Article,,Plural,,,,Masculine,Nominative,
37.1.1,ἐγένοντο, ,Verb,Third,Plural,Aorist,Indicative,Middle,,,
37.1.1,ἐν, ,Adposition,,,,,,,,
37.1.1,Ἀκκαρεὶμ, ,Noun,,Singular,,,,Masculine,Nominative,
37.1.1,ἐν, ,Adposition,,,,,,,,
37.1.1,Θεκοῦε,", ",Noun,,Singular,,,,,Dative,
37.1.1,οὓς, ,Pronoun,,Plural,,,,Masculine,Accusative,
37.1.1,εἶδεν, ,Verb,Third,Singular,Aorist,Indicative,Active,,,
37.1.1,ὑπὲρ, ,Adposition,,,,,,,,
37.1.1,Ἰερουσαλὴμ, ,Noun,,Singular,,,,Feminine,Accusative,
37.1.1,ἐν, ,Adposition,,,,,,,,
37.1.1,ἡμέραις, ,Noun,,Plural,,,,Feminine,Dative,
37.1.1,Ὀζείου, ,Noun,,Singular,,,,Masculine,Genitive,
37.1.1,βασιλέως, ,Noun,,Singular,,,,Masculine,Genitive,
37.1.1,Ἰούδα, ,Noun,,Singular,,,,,Accusative,
37.1.1,καὶ, ,Conjunction,,,,,,,,
37.1.1,ἐν, ,Adposition,,,,,,,,
37.1.1,ἡμέραις, ,Noun,,Plural,,,,Feminine,Dative,
37.1.1,Ἰεροβοὰμ, ,Noun,,Singular,,,,Masculine,Accusative,
37.1.1,τοῦ, ,Article,,Singular,,,,Masculine,Genitive,
37.1.1,Ἰωὰς, ,Noun,,Plural,,,,Feminine,Genitive,
37.1.1,βασιλέως, ,Noun,,Singular,,,,Masculine,Genitive,
37.1.1,Ἰσραήλ,", ",Adjective,,Singular,,,,Masculine,Accusative,
37.1.1,πρὸ, ,Adposition,,,,,,,,
37.1.1,δύο, ,Adjective,,,,,,,,
37.1.1,ἐτῶν, ,Noun,,Plural,,,,Neuter,Genitive,
37.1.1,τοῦ, ,Article,,Singular,,,,Masculine,Genitive,
37.1.1,σεισμοῦ,. ,Noun,,Singular,,,,Masculine,Genitive,
37.1.1,Καὶ, ,Adverb,,,,,,,,
37.1.2,εἶπεν, ,Verb,Third,Singular,Aorist,Indicative,Active,,,
37.1.2,Κύριος, ,Noun,,Singular,,,,Masculine,Nominative,
37.1.2,ἐκ, ,Adposition,,,,,,,,
37.1.2,Σιὼν, ,Noun,,Singular,,Participle,Active,Masculine,Nominative,
37.1.2,ἐφθέγξατο,", ",Verb,Third,Singular,Aorist,Indicative,Middle,,,
37.1.2,καὶ, ,Conjunction,,,,,,,,
37.1.2,ἐξ, ,Adposition,,,,,,,,
37.1.2,Ἰερουσαλὴμ, ,Noun,,Singular,,,,Feminine,Genitive,
37.1.2,ἔδωκεν, ,Verb,Third,Singular,Aorist,Indicative,Active,,,
37.1.2,φωνὴν, ,Noun,,Singular,,,,Feminine,Accusative,
37.1.2,αὐτοῦ,", ",Pronoun,,Singular,,,,Masculine,Genitive,
37.1.2,καὶ, ,Conjunction,,,,,,,,
37.1.2,ἐπένθησαν, ,Verb,Third,Plural,Aorist,Indicative,Active,,,
37.1.2,αἱ, ,Article,,Plural,,,,Feminine,Nominative,
37.1.2,νομαὶ, ,Noun,,Plural,,,,Feminine,Nominative,
37.1.2,τῶν, ,Article,,Plural,,,,Masculine,Genitive,
37.1.2,ποιμένων,", ",Noun,,Plural,,,,Masculine,Genitive,
37.1.2,καὶ, ,Conjunction,,,,,,,,
37.1.2,ἐξηράνθη, ,Verb,Third,Singular,Aorist,Indicative,Passive,,,
37.1.2,ἡ, ,Article,,Singular,,,,Feminine,Nominative,
37.1.2,κορυφὴ, ,Noun,,Singular,,,,Feminine,Nominative,
37.1.2,τοῦ, ,Article,,Singular,,,,Masculine,Genitive,
37.1.2,Καρμήλου,. ,Noun,,Singular,,,,Masculine,Genitive,
37.1.2,Καὶ, ,Adverb,,,,,,,,
37.1.3,εἶπεν, ,Verb,Third,Singular,Aorist,Indicative,Active,,,
37.1.3,Κύριος, ,Noun,,Singular,,,,Masculine,Nominative,
37.1.3,Ἐπὶ, ,Adposition,,,,,,,,
37.1.3,ταῖς, ,Article,,Plural,,,,Feminine,Dative,
37.1.3,τρισὶν, ,Adjective,,Plural,,,,Feminine,Dative,
37.1.3,ἀσεβείαις, ,Noun,,Plural,,,,Feminine,Dative,
37.1.3,Δαμασκοῦ, ,Noun,,Singular,,,,Masculine,Genitive,
37.1.3,καὶ, ,Conjunction,,,,,,,,
37.1.3,ἐπὶ, ,Adposition,,,,,,,,
37.1.3,ταῖς, ,Article,,Plural,,,,Feminine,Dative,
37.1.3,τέσσαρσιν, ,Noun,,Plural,,,,Feminine,Dative,
37.1.3,οὐκ, ,Adverb,,,,,,,,
37.1.3,ἀποστραφήσομαι, ,Verb,First,Singular,Future,Indicative,Passive,,,
