reference,token,trailer,Part of Speech,Person,Number,Tense,Mood,Voice,Gender,Case,Degree
46.1.1,ΕΝ, ,Verb,Third,,Imperfect,Indicative,,,,
46.1.1,τῷ, ,Article,,Singular,,,,Neuter,Dative,
46.1.1,ὀγδόῳ, ,Adjective,,Singular,,,,Neuter,Dative,
46.1.1,μηνὶ, ,Noun,,Singular,,,,Neuter,Dative,
46.1.1,ἔτους, ,Noun,,Singular,,,,Neuter,Genitive,
46.1.1,δευτέρου, ,Adjective,,Singular,,,,Neuter,Genitive,
46.1.1,ἐπὶ, ,Adposition,,,,,,,,
46.1.1,Δαρείου, ,Noun,,Singular,,,,Masculine,Genitive,
46.1.1,ἐγένετο, ,Verb,Third,Singular,Aorist,Indicative,Middle,,,
46.1.1,λόγος, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.1,Κυρίου, ,Noun,,Singular,,,,Masculine,Genitive,
46.1.1,πρὸς, ,Adposition,,,,,,,,
46.1.1,Ζαχαρίαν, ,Noun,,Singular,,,,Feminine,Accusative,
46.1.1,τὸν, ,Article,,Singular,,,,Masculine,Accusative,
46.1.1,τοῦ, ,Article,,Singular,,,,Masculine,Genitive,
46.1.1,Βαραχίου, ,Noun,,Singular,,,,Masculine,Genitive,
46.1.1,υἱὸν, ,Noun,,Singular,,,,Masculine,Accusative,
46.1.1,Ἀδδὼ, ,Noun,,Singular,,,,Masculine,Accusative,
46.1.1,τὸν, ,Article,,Singular,,,,Masculine,Accusative,
46.1.1,προφήτην, ,Noun,,Singular,,,,Masculine,Accusative,
46.1.1,λέγων, ,Verb,,Singular,Present,Participle,Active,Masculine,Nominative,
46.1.1,Ὠργίσθη, ,Verb,Third,Singular,Aorist,Indicative,Passive,,,
46.1.2,Κύριος, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.2,ἐπὶ, ,Adposition,,,,,,,,
46.1.2,τοὺς, ,Article,,Plural,,,,Masculine,Accusative,
46.1.2,πατέρας, ,Noun,,Plural,,,,Masculine,Accusative,
46.1.2,ὑμῶν, ,Pronoun,,Plural,,,,Masculine,Genitive,
46.1.2,ὀργὴν, ,Noun,,Singular,,,,Feminine,Accusative,
46.1.2,μεγάλην,. ,Adjective,,Singular,,,,Feminine,Accusative,
46.1.2,καὶ, ,Adverb,,,,,,,,
46.1.3,ἐρεῖς, ,Verb,Second,Singular,Future,Indicative,Active,,,
46.1.3,πρὸς, ,Adposition,,,,,,,,
46.1.3,αὐτούς, ,Pronoun,,Plural,,,,Masculine,Accusative,
46.1.3,Τάδε, ,Pronoun,,Plural,,,,Neuter,Accusative,
46.1.3,λέγει, ,Verb,Third,Singular,Present,Indicative,Active,,,
46.1.3,Κύριος, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.3,Παντοκράτωρ, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.3,Ἐπιστρέψατε, ,Verb,Second,Plural,Future,Imperative,Active,,,
46.1.3,πρὸς, ,Adposition,,,,,,,,
46.1.3,μέ,", ",Pronoun,First,Singular,,,,Masculine,Accusative,
46.1.3,λέγει, ,Verb,Third,Singular,Present,Indicative,Active,,,
46.1.3,Κύριος, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.3,τῶν, ,Article,,Plural,,,,Feminine,Genitive,
46.1.3,δυνάμεων,", ",Noun,,Plural,,,,Feminine,Genitive,
46.1.3,καὶ, ,Conjunction,,,,,,,,
46.1.3,ἐπιστραφήσομαι, ,Verb,First,Singular,Future,Indicative,Passive,,,
46.1.3,πρὸς, ,Adposition,,,,,,,,
46.1.3,ὑμᾶς,", ",Pronoun,Second,Plural,,,,Masculine,Accusative,
46.1.3,λέγει, ,Verb,Third,Singular,Present,Indicative,Active,,,
46.1.3,Κύριος, ,Noun,,Singular,,,,Feminine,Nominative,
46.1.3,τῶν, ,Article,,Plural,,,,Feminine,Genitive,
46.1.3,δυνάμεων,. ,Noun,,Plural,,,,Feminine,Genitive,
46.1.3,καὶ, ,Adverb,,,,,,,,
46.1.4,μὴ, ,Adverb,,,,,,,,
46.1.4,γίνεσθε, ,Verb,Second,Plural,Present,Imperative,Medio-passive,,,
46.1.4,καθὼς, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.4,οἱ, ,Article,,Plural,,,,Masculine,Nominative,
46.1.4,πατέρες, ,Noun,,Plural,,,,Masculine,Nominative,
46.1.4,ὑμῶν,", ",Pronoun,Second,Plural,,,,Masculine,Genitive,
46.1.4,οἷς, ,Pronoun,,Plural,,,,Masculine,Dative,
46.1.4,ἐνεκάλεσαν, ,Verb,Third,Plural,Aorist,Indicative,Active,,,
46.1.4,αὐτοῖς, ,Pronoun,,Plural,,,,Masculine,Dative,
46.1.4,οἱ, ,Pronoun,,Plural,,,,Masculine,Nominative,
46.1.4,προφῆται, ,Verb,Third,Plural,Present,Indicative,Medio-passive,,,
46.1.4,ἔμπροσθεν, ,Adverb,,,,,,,,
46.1.4,λέγοντες, ,Verb,,Plural,Present,Participle,Active,Masculine,Nominative,
46.1.4,Τάδε, ,Pronoun,,Plural,,,,Neuter,Accusative,
46.1.4,λέγει, ,Verb,Third,Singular,Present,Indicative,Active,,,
46.1.4,Κύριος, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.4,Παντοκράτωρ, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.4,Ἀποστρέψατε, ,Verb,Second,Plural,Aorist,Imperative,Active,,,
46.1.4,ἀπὸ, ,Adposition,,,,,,,,
46.1.4,τῶν, ,Article,,Plural,,,,Feminine,Genitive,
46.1.4,ὁδῶν, ,Noun,,Plural,,,,Feminine,Genitive,
46.1.4,ὑμῶν, ,Pronoun,Second,Plural,,,,Masculine,Genitive,
46.1.4,τῶν, ,Article,,Plural,,,,Neuter,Genitive,
46.1.4,πονηρῶν, ,Adjective,,Plural,,,,Neuter,Genitive,
46.1.4,καὶ, ,Conjunction,,,,,,,,
46.1.4,ἀπὸ, ,Adposition,,,,,,,,
46.1.4,τῶν, ,Article,,Plural,,,,Neuter,Genitive,
46.1.4,ἐπιτηδευμάτων, ,Noun,,Plural,,,,Neuter,Genitive,
46.1.4,ὑμῶν, ,Pronoun,Second,Plural,,,,Masculine,Genitive,
46.1.4,τῶν, ,Article,,Plural,,,,Neuter,Genitive,
46.1.4,πονηρῶν,· ,Adjective,,Plural,,,,Neuter,Genitive,
46.1.4,καὶ, ,Adverb,,,,,,,,
46.1.4,οὐκ, ,Adverb,,,,,,,,
46.1.4,εἰσήκουσαν,", ",Verb,Third,Plural,Aorist,Indicative,Active,,,
46.1.4,καὶ, ,Conjunction,,,,,,,,
46.1.4,οὐ, ,Adverb,,,,,,,,
46.1.4,προσέσχον, ,Verb,Third,Plural,Aorist,Indicative,Active,,,
46.1.4,τοῦ, ,Article,,Singular,,,,Masculine,Genitive,
46.1.4,εἰσακοῦσαί, ,Verb,,Plural,Aorist,Participle,Active,Feminine,Nominative,
46.1.4,μου,", ",Pronoun,First,Singular,,,,Masculine,Genitive,
46.1.4,λέγει, ,Verb,Third,Singular,Present,Indicative,Active,,,
46.1.4,Κύριος,. ,Noun,,Singular,,,,Masculine,Nominative,
46.1.4,οἱ, ,Article,,Plural,,,,Masculine,Nominative,
46.1.4,πατέρες, ,Noun,,Plural,,,,Masculine,Nominative,
46.1.5,ὑμῶν,", ",Pronoun,Second,Plural,,,,Masculine,Genitive,
46.1.5,ποῦ, ,Adverb,,,,,,,,
46.1.5,εἰσιν,; ,Verb,Third,Plural,Present,Indicative,Active,,,
46.1.5,καὶ, ,Adverb,,,,,,,,
46.1.5,οἱ, ,Article,,Plural,,,,Masculine,Nominative,
46.1.5,προφῆται,", ",Verb,Third,Plural,Present,Indicative,Medio-passive,,,
46.1.5,μὴ, ,Conjunction,,,,,,,,
46.1.5,τὸν, ,Article,,Singular,,,,Masculine,Accusative,
46.1.5,αἰῶνα, ,Noun,,Singular,,,,Masculine,Accusative,
46.1.5,ζήσονται,; ,Verb,Third,Plural,Future,Indicative,Middle,,,
46.1.5,πλὴν, ,Adposition,,,,,,,,
46.1.5,τοὺς, ,Article,,Plural,,,,Masculine,Accusative,
46.1.6,λόγους, ,Noun,,Plural,,,,Masculine,Accusative,
46.1.6,μου, ,Pronoun,First,Singular,,,,Masculine,Genitive,
46.1.6,καὶ, ,Conjunction,,,,,,,,
46.1.6,τὰ, ,Article,,Plural,,,,Neuter,Accusative,
46.1.6,νόμιμά, ,Adjective,,Plural,,,,Neuter,Accusative,
46.1.6,μου, ,Pronoun,First,Singular,,,,Masculine,Genitive,
46.1.6,δέχεσθε,", ",Verb,Second,Plural,Present,Indicative,Medio-passive,,,
46.1.6,ὅσα, ,Adjective,,Plural,,,,Neuter,Accusative,
46.1.6,ἐγὼ, ,Pronoun,First,Singular,,,,Masculine,Nominative,
46.1.6,ἐντέλλομαι, ,Verb,First,Singular,Present,Indicative,Medio-passive,,,
46.1.6,ἐν, ,Adposition,,,,,,,,
46.1.6,πνεύματί, ,Noun,,Singular,,,,Neuter,Dative,
46.1.6,μου, ,Pronoun,First,Singular,,,,Masculine,Genitive,
46.1.6,τοῖς, ,Article,,Plural,,,,Masculine,Dative,
46.1.6,δούλοις, ,Noun,,Plural,,,,Neuter,Dative,
46.1.6,μου, ,Pronoun,First,Singular,,,,Masculine,Genitive,
46.1.6,τοῖς, ,Article,,Plural,,,,Masculine,Dative,
46.1.6,προφήταις,", ",Noun,,Plural,,,,Masculine,Dative,
46.1.6,οἳ, ,Pronoun,,Plural,,,,Masculine,Nominative,
46.1.6,κατελάβοσαν, ,Verb,Third,Plural,Aorist,Indicative,Active,,,
46.1.6,τοὺς, ,Article,,Plural,,,,Masculine,Accusative,
46.1.6,πατέρας, ,Noun,,Plural,,,,Masculine,Accusative,
46.1.6,ὑμῶν,. ,Pronoun,,Plural,,,,Masculine,Genitive,
46.1.6,καὶ, ,Adverb,,,,,,,,
46.1.6,ἀπεκρίθησαν, ,Verb,Third,Plural,Aorist,Indicative,Passive,,,
46.1.6,καὶ, ,Conjunction,,,,,,,,
46.1.6,εἶπαν, ,Verb,Third,Plural,Aorist,Indicative,Active,,,
46.1.6,Καθὼς, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.6,παρατέτακται, ,Verb,Third,Singular,Perfect,Indicative,Medio-passive,,,
46.1.6,Κύριος, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.6,Παντοκράτωρ, ,Noun,,Singular,,,,Masculine,Nominative,
46.1.6,τοῦ, ,Article,,Singular,,,,Masculine,Genitive,
